"","loser_name","match_dat","winner_name","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_hand","winner_ht","winner_ioc","winner_age","winner_rank","winner_rank_points","loser_id","loser_hand","loser_ht","loser_ioc","loser_age","loser_rank","loser_rank_points","score","best_of","round","minutes","w_ace","w_df","W_First Service % ","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","L_First Service % ","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","seq","sentiment_mean.winner","sentiment_twitter.winner","sentiment_instagram.winner","sentiment_mean.loser","sentiment_twitter.loser","sentiment_instagram.loser"
"1","Agnieszka Radwanska",2018-02-14,"Petra Kvitova","2018-1003","Doha","Hard",64,"P",2018-02-11,280,201520,"L",183,"CZE",27.9342915811,21,2187,201474,"R",170,"POL",28.93908282,33,1570,"6-7(3) 6-3 6-4",3,"R32",155,4,8,0.679611650485437,103,70,46,13,16,5,10,2,2,0.575221238938053,113,65,40,19,15,9,16,35,0,0,NA,NA,NA,NA
"2","Agnieszka Radwanska",2018-03-06,"Naomi Osaka","2018-M006","Indian Wells","Hard",128,"PM",2018-03-04,260,211768,"R",NA,"JPN",20.3832991102,44,1170,201474,"R",170,"POL",28.9965776865,32,1525,"6-3 6-2",3,"R64",91,4,3,0.508474576271186,59,30,25,15,9,2,3,1,4,0.559322033898305,59,33,22,8,8,4,8,55,0,0,0,NA,NA,NA
"3","Agnieszka Radwanska",2018-06-28,"Aryna Sabalenka","2018-M016","Eastbourne","Grass",64,"P",2018-06-24,298,214544,"U",NA,"BLR",20.1396303901,45,1145,201474,"R",170,"POL",29.3032169747,31,1396,"6-3 1-6 6-3",3,"SF",115,2,6,0.701030927835051,97,68,38,9,13,10,17,0,0,0.740740740740741,81,60,28,9,12,6,13,45,NA,NA,NA,NA,NA,NA
"4","Agnieszka Radwanska",2018-08-14,"Karolina Pliskova","2018-M024","Cincinnati","Hard",64,"PM",2018-08-12,257,201662,"R",184,"CZE",26.3956194387,8,4395,201474,"R",170,"POL",29.4373716632,38,1306,"6-3 6-3",3,"R64",90,4,5,0.634920634920635,63,40,31,9,9,7,8,2,0,0.575342465753425,73,42,26,14,9,11,15,15,0.666666666666667,0.333333333333333,1,NA,NA,NA
"5","Agnieszka Radwanska",2018-08-19,"Petra Kvitova","2018-0602","New Haven","Hard",32,"P",2018-08-19,274,201520,"L",183,"CZE",28.4517453799,5,4840,201474,"R",170,"POL",29.4565366188,39,1306,"6-1 7-6(3)",3,"R32",88,2,5,0.538461538461538,52,28,23,15,10,0,2,1,5,0.567164179104478,67,38,16,17,9,4,8,4,0.133333333333333,NA,0.133333333333333,NA,NA,NA
"6","Ajla Tomljanovic",2017-05-28,"Kiki Bertens","2017-520","Roland Garros","Clay",128,"G",2017-05-28,111,202428,"R",182,"NED",25.4674880219,18,2395,201548,"R",NA,"CRO",24.0602327173,311,144,"4-6 6-1 6-1",3,"R128",91,11,7,0.527777777777778,72,38,32,17,0,1,2,1,6,0.586666666666667,75,44,25,15,0,3,8,12,NA,NA,NA,NA,NA,NA
"7","Ajla Tomljanovic",2018-03-20,"Sloane Stephens","2018-M007","Miami","Hard",128,"PM",2018-03-18,258,201585,"R",170,"USA",24.9965776865,12,2938,201548,"R",NA,"AUS",24.8651608487,90,690,"6-1 6-3",3,"R64",73,4,1,0.69811320754717,53,37,27,3,8,4,7,1,7,0.546875,64,35,17,9,8,7,14,53,0.541666666666667,0.333333333333333,0.75,NA,NA,NA
"8","Ajla Tomljanovic",2018-05-29,"Elina Svitolina","2018-520","Roland Garros","Clay",128,"G",2018-05-27,147,202494,"R",174,"UKR",23.7070499658,4,5505,201548,"R",NA,"AUS",25.0568104038,69,861,"7-5 6-3",3,"R128",89,2,2,0.628571428571429,70,44,25,16,11,3,6,3,5,0.623188405797101,69,43,25,11,10,6,11,48,NA,NA,NA,NA,NA,NA
"9","Ajla Tomljanovic",2018-06-13,"Aryna Sabalenka","2018-M010","s-Hertogenbosch","Grass",32,"I",2018-06-10,289,214544,"U",NA,"BLR",20.1013004791,46,1135,201548,"R",NA,"AUS",25.0951403149,71,861,"3-6 7-6(5) 6-0",3,"R16",111,17,3,0.633333333333333,90,57,44,19,13,10,12,5,7,0.556701030927835,97,54,39,18,14,6,10,20,NA,NA,NA,NA,NA,NA
"10","Ajla Tomljanovic",2018-08-15,"Simona Halep","2018-M024","Cincinnati","Hard",64,"PM",2018-08-12,285,201594,"R",168,"ROU",26.8774811773,1,8061,201548,"R",NA,"AUS",25.2676249144,58,942,"4-6 6-3 6-3",3,"R32",130,2,9,0.511363636363636,88,45,32,19,14,4,9,1,8,0.59,100,59,34,15,14,7,14,40,NA,NA,NA,NA,NA,NA
"11","Ajla Tomljanovic",2018-09-22,"Kiki Bertens","2018-1024","Seoul","Hard",32,"I",2018-09-16,300,202428,"R",182,"NED",26.7707049966,12,3380,201548,"R",NA,"AUS",25.363449692,53,1032,"7-6(2) 4-6 6-2",3,"F",142,11,7,0.552380952380952,105,58,41,18,15,6,12,1,3,0.727272727272727,99,72,40,10,15,4,11,31,NA,NA,NA,NA,NA,NA
"12","Aleksandra Krunic",2017-07-16,"Kiki Bertens","2017-1094","Gstaad","Clay",32,"I",2017-07-16,270,202428,"R",182,"NED",25.6016427105,35,1386,202434,"R",NA,"SRB",24.3394934976,93,652,"6-3 6-1",3,"R32",62,4,2,0.590909090909091,44,26,22,11,8,1,1,0,5,0.462962962962963,54,25,11,16,8,5,9,1,NA,NA,NA,NA,NA,NA
"13","Aleksandra Krunic",2018-04-04,"Kiki Bertens","2018-0804","Charleston","Clay",64,"P",2018-04-01,283,202428,"R",182,"NED",26.3107460643,27,1725,202434,"R",NA,"SRB",25.0485968515,50,1105,"6-4 6-2",3,"R32",93,1,5,0.597014925373134,67,40,26,12,9,5,8,0,2,0.733333333333333,75,55,27,8,9,7,13,38,NA,NA,NA,NA,NA,NA
"14","Aleksandra Krunic",2018-09-26,"Petra Kvitova","2018-1075","Wuhan","Hard",64,"P",2018-09-23,278,201520,"L",183,"CZE",28.5475701574,5,4585,202434,"R",NA,"SRB",25.5277207392,63,950,"6-3 6-4",3,"R32",80,13,4,0.645161290322581,62,40,28,14,10,1,2,1,2,0.618181818181818,55,34,20,12,9,3,6,33,NA,NA,NA,NA,NA,NA
"15","Alexa Guarachi",2017-10-08,"Naomi Osaka","2017-1074","Hong Kong","Hard",32,"I",2017-10-08,271,211768,"R",NA,"JPN",19.9808350445,64,930,203315,"U",NA,"USA",26.893908282,415,87,"7-5 6-4",3,"R32",85,9,3,0.477611940298507,67,32,26,15,11,7,10,1,2,0.615384615384615,65,40,24,8,11,5,10,2,NA,NA,NA,NA,NA,NA
"16","Alexandra Cadantu",2017-04-26,"Elina Svitolina","2017-1027","Istanbul","Clay",32,"I",2017-04-23,293,202494,"R",174,"UKR",22.6146475017,13,3740,202456,"R",170,"ROU",26.9760438056,292,154,"6-3 6-3",3,"R16",90,2,1,0.60377358490566,53,32,22,11,9,2,4,0,2,0.666666666666667,60,40,21,7,9,4,9,24,NA,NA,NA,NA,NA,NA
"17","Aliaksandra Sasnovich",2018-01-05,"Elina Svitolina","2018-M020","Brisbane","Hard",32,"P",2017-12-31,300,202494,"R",174,"UKR",23.3045859001,6,5500,205925,"R",NA,"BLR",23.780971937,88,735,"6-2 6-1",3,"F",65,10,2,0.659090909090909,44,29,25,8,8,0,0,1,4,0.491525423728814,59,29,11,17,7,7,11,29,0,0,0,NA,NA,NA
"18","Aliaksandra Sasnovich",2018-05-30,"Kiki Bertens","2018-520","Roland Garros","Clay",128,"G",2018-05-27,169,202428,"R",182,"NED",26.4640657084,22,2030,205925,"R",NA,"BLR",24.1834360027,55,1065,"6-4 6-2",3,"R64",72,10,1,0.639344262295082,61,39,28,14,9,2,2,1,1,0.679245283018868,53,36,23,9,9,1,4,70,0.0294117647058824,0.0588235294117647,0,NA,NA,NA
"19","Aliaksandra Sasnovich",2018-09-01,"Naomi Osaka","2018-560","US Open","Hard",128,"G",2018-08-26,209,211768,"R",NA,"JPN",20.8624229979,19,2245,205925,"R",NA,"BLR",24.4325804244,33,1425,"6-0 6-0",3,"R32",50,4,0,0.514285714285714,35,18,14,12,6,4,4,0,7,0.424242424242424,33,14,5,3,6,2,8,110,0,NA,0,NA,NA,NA
"20","Aliaksandra Sasnovich",2018-10-03,"Karolina Pliskova","2018-M015","Beijing","Hard",64,"PM",2018-09-30,277,201662,"R",184,"CZE",26.5297741273,7,4345,205925,"R",NA,"BLR",24.5284052019,32,1525,"6-3 6-4",3,"R32",85,6,4,0.573529411764706,68,39,29,12,10,3,5,3,2,0.481481481481481,54,26,16,13,9,4,8,37,0,0,0,NA,NA,NA
"21","Alison Riske",2017-05-25,"Kiki Bertens","2017-1068","Nurnberg","Clay",32,"I",2017-05-21,297,202428,"R",182,"NED",25.4483230664,19,2116,201590,"R",NA,"USA",26.8856947296,36,1355,"6-4 6-3",3,"QF",88,7,2,0.757575757575758,66,50,35,7,10,5,6,2,6,0.666666666666667,66,44,26,9,9,4,7,28,NA,NA,NA,NA,NA,NA
"22","Alison Riske",2017-06-27,"Karolina Pliskova","2017-M016","Eastbourne","Grass",64,"I",2017-06-25,245,201662,"R",184,"CZE",25.2648870637,3,6386,201590,"R",NA,"USA",26.9815195072,46,1215,"6-4 6-3",3,"R32",68,7,6,0.6,60,36,33,10,10,2,2,0,2,0.74468085106383,47,35,26,6,9,1,3,28,NA,NA,NA,NA,NA,NA
"23","Alison Riske",2017-10-01,"Simona Halep","2017-M015","Beijing","Hard",64,"P",2017-10-01,238,201594,"R",168,"ROU",26.0150581793,2,5645,201590,"R",NA,"USA",27.2498288843,53,1110,"6-3 3-6 6-2",3,"R64",132,3,4,0.56989247311828,93,53,36,20,13,7,10,1,8,0.575,80,46,31,11,13,4,9,1,NA,NA,NA,NA,NA,NA
"24","Alison Riske",2018-05-27,"Simona Halep","2018-520","Roland Garros","Clay",128,"G",2018-05-27,100,201594,"R",168,"ROU",26.6666666667,1,7270,201590,"R",NA,"USA",27.9014373717,83,767,"2-6 6-1 6-1",3,"R128",94,0,1,0.535211267605634,71,38,26,15,11,3,7,1,3,0.606060606060606,66,40,18,9,11,4,11,1,0.454545454545455,0.454545454545455,NA,NA,NA,NA
"25","Alison Riske",2018-09-19,"Karolina Pliskova","2018-1056","Tokyo","Hard",32,"P",2018-09-16,295,201662,"R",184,"CZE",26.4914442163,8,4105,201590,"R",NA,"USA",28.2080766598,75,807,"6-1 6-7(5) 7-6(4)",3,"QF",154,10,6,0.661157024793388,121,80,52,22,16,3,7,5,8,0.638095238095238,105,67,42,17,15,3,9,22,0.191666666666667,0.133333333333333,0.25,NA,NA,NA
"26","Alize Cornet",2017-01-06,"Karolina Pliskova","2017-M020","Brisbane","Hard",32,"I",2017-01-01,300,201662,"R",184,"CZE",24.7857631759,6,4600,201427,"R",173,"FRA",26.945927447,41,1242,"6-0 6-3",3,"F",66,7,0,0.466666666666667,45,21,19,13,7,0,0,1,3,0.48,50,24,15,6,8,3,8,29,NA,NA,NA,NA,NA,NA
"27","Alize Cornet",2017-05-16,"Elina Svitolina","2017-M009","Rome","Clay",64,"I",2017-05-14,273,202494,"R",174,"UKR",22.6721423682,11,3780,201427,"R",173,"FRA",27.3100616016,42,1217,"6-4 7-6(11)",3,"R32",142,1,2,0.61,100,61,34,23,11,5,7,2,2,0.584269662921348,89,52,34,15,11,3,6,28,NA,NA,NA,NA,NA,NA
"28","Alize Cornet",2017-08-31,"Petra Kvitova","2017-560","Us Open","Hard",128,"G",2017-08-27,184,201520,"L",183,"CZE",27.4743326489,14,3120,201427,"R",173,"FRA",27.5975359343,46,1182,"6-1 6-2",3,"R64",59,5,3,0.5,38,19,17,10,0,0,1,1,1,0.549019607843137,51,28,13,8,0,5,11,85,0.386363636363636,0.272727272727273,0.5,NA,NA,NA
"29","Alize Cornet",2018-02-13,"Karolina Pliskova","2018-1003","Doha","Hard",64,"P",2018-02-11,273,201662,"R",184,"CZE",25.8973305955,5,5445,201427,"R",173,"FRA",28.0574948665,39,1275,"6-2 6-3",3,"R32",70,5,3,0.520833333333333,48,25,18,13,9,0,2,2,4,0.60377358490566,53,32,13,9,8,7,12,28,NA,NA,NA,NA,NA,NA
"30","Alize Cornet",2018-04-06,"Kiki Bertens","2018-0804","Charleston","Clay",64,"P",2018-04-01,297,202428,"R",182,"NED",26.3107460643,27,1725,201427,"R",173,"FRA",28.1916495551,37,1315,"6-2 7-5",3,"QF",98,1,1,0.703703703703704,54,38,19,10,10,0,4,0,5,0.681159420289855,69,47,22,9,10,3,10,52,0.388663967611336,0.461538461538462,0.315789473684211,NA,NA,NA
"31","Alize Cornet",2018-05-07,"Elina Svitolina","2018-M021","Madrid","Clay",64,"PM",2018-05-06,246,202494,"R",174,"UKR",23.6495550992,4,5450,201427,"R",173,"FRA",28.2874743326,35,1355,"6-2 6-2",3,"R64",71,1,1,0.634146341463415,41,26,20,9,8,0,1,0,2,0.614035087719298,57,35,19,6,8,4,9,9,NA,NA,NA,NA,NA,NA
"32","Alize Cornet",2018-06-19,"Elina Svitolina","2018-1052","Birmingham","Grass",32,"P",2018-06-17,286,202494,"R",174,"UKR",23.7645448323,5,5205,201427,"R",173,"FRA",28.4024640657,41,1180,"6-4 6-2",3,"R16",81,0,3,0.677966101694915,59,40,28,12,9,5,5,2,2,0.650793650793651,63,41,26,10,9,9,12,17,0.214285714285714,0.214285714285714,NA,NA,NA,NA
"33","Amanda Anisimova",2018-03-08,"Karolina Pliskova","2018-M006","Indian Wells","Hard",128,"PM",2018-03-04,290,201662,"R",184,"CZE",25.954825462,5,5080,216153,"R",NA,"USA",16.5092402464,149,392,"6-1 7-6(2)",3,"R16",92,4,5,0.64,75,48,34,13,10,5,6,0,1,0.608695652173913,69,42,22,14,9,6,9,85,NA,NA,NA,NA,NA,NA
"34","Amanda Anisimova",2018-08-16,"Elina Svitolina","2018-M024","Cincinnati","Hard",64,"PM",2018-08-12,287,202494,"R",174,"UKR",23.9178644764,7,4470,216153,"R",NA,"USA",16.9500342231,173,348,"6-4 6-4",3,"R16",70,3,1,0.60377358490566,53,32,26,16,10,1,1,3,0,0.631578947368421,57,36,23,12,10,1,3,42,0,0,NA,NA,NA,NA
"35","Amandine Hesse",2017-11-24,"Aryna Sabalenka","2017-1100","Mumbai","Hard",32,"I",2017-11-19,299,214544,"U",NA,"BLR",19.5455167693,96,696,203281,"R",NA,"FRA",24.8432580424,265,201,"6-2 6-3",3,"SF",61,9,0,0.5625,48,27,25,12,9,0,0,5,5,0.53448275862069,58,31,21,9,8,0,3,30,NA,NA,NA,NA,NA,NA
"36","Ana Bogdan",2018-05-30,"Angelique Kerber","2018-520","Roland Garros","Clay",128,"G",2018-05-27,168,201493,"L",173,"GER",30.3572895277,12,3040,202536,"R",NA,"ROU",25.5030800821,66,901,"6-2 6-3",3,"R64",60,0,5,0.555555555555556,45,25,18,10,9,3,5,1,1,0.755555555555556,45,34,17,2,8,2,8,69,NA,NA,NA,NA,NA,NA
"37","Ana Bogdan",2018-08-05,"Aryna Sabalenka","2018-0806","Montreal","Hard",64,"P",2018-08-05,239,214544,"U",NA,"BLR",20.2546201232,39,1320,202536,"R",NA,"ROU",25.6947296372,82,791,"6-4 4-6 6-3",3,"R64",112,6,9,0.580246913580247,81,47,36,18,15,4,7,2,5,0.602272727272727,88,53,37,14,14,7,11,1,NA,NA,NA,NA,NA,NA
"38","Ana Bogdan",2018-08-29,"Karolina Pliskova","2018-560","US Open","Hard",128,"G",2018-08-26,171,201662,"R",184,"CZE",26.4339493498,8,4105,202536,"R",NA,"ROU",25.7522245038,83,785,"6-2 6-3",3,"R64",65,5,5,0.673469387755102,49,33,29,4,8,2,3,5,2,0.622641509433962,53,33,15,9,9,3,8,72,0,NA,0,NA,NA,NA
"39","Ana Konjuh",2017-02-01,"Simona Halep","2017-1086","St. Petersburg","Hard",32,"I",2017-01-29,293,201594,"R",168,"ROU",25.3442847365,4,5073,211951,"R",NA,"CRO",19.0937713895,39,1351,"6-4 7-6(2)",3,"R16",97,3,2,0.6,65,39,26,16,11,2,5,3,5,0.632183908045977,87,55,42,5,11,8,12,20,NA,NA,NA,NA,NA,NA
"40","Ana Konjuh",2017-02-24,"Angelique Kerber","2017-0718","Dubai","Hard",64,"I",2017-02-19,297,201493,"L",173,"GER",29.0924024641,2,7115,211951,"R",NA,"CRO",19.151266256,36,1386,"6-3 6-2",3,"QF",74,0,0,0.704545454545455,44,31,23,8,8,0,1,1,5,0.516129032258065,62,32,17,14,9,5,10,52,0.166666666666667,0.166666666666667,NA,NA,NA,NA
"41","Ana Konjuh",2018-01-02,"Elina Svitolina","2018-M020","Brisbane","Hard",32,"P",2017-12-31,288,202494,"R",174,"UKR",23.3045859001,6,5500,211951,"R",NA,"CRO",20.0136892539,44,1176,"6-3 6-1",3,"R16",64,3,1,0.529411764705882,51,27,18,14,8,4,5,2,5,0.510204081632653,49,25,16,7,8,6,11,17,NA,NA,NA,NA,NA,NA
"42","Anastasia Pavlyuchenkova",2017-05-18,"Simona Halep","2017-M009","Rome","Clay",64,"I",2017-05-14,292,201594,"R",168,"ROU",25.6317590691,4,5205,201499,"R",177,"RUS",25.8672142368,17,2590,"6-1 4-6 6-0",3,"R16",97,1,4,0.676056338028169,71,48,33,11,11,1,4,1,6,0.536231884057971,69,37,16,14,12,2,10,47,NA,NA,NA,NA,NA,NA
"43","Anastasia Pavlyuchenkova",2017-08-09,"Karolina Pliskova","2017-0806","Toronto","Hard",64,"I",2017-08-06,285,201662,"R",184,"CZE",25.3798767967,1,6751,201499,"R",177,"RUS",26.0971937029,19,2070,"6-3 6-3",3,"R32",NA,3,4,0.423076923076923,52,22,16,10,9,5,9,1,4,0.571428571428571,49,28,10,7,9,2,9,40,0.666666666666667,NA,0.666666666666667,NA,NA,NA
"44","Anastasia Pavlyuchenkova",2018-03-21,"Angelique Kerber","2018-M007","Miami","Hard",128,"PM",2018-03-18,279,201493,"L",173,"GER",30.1656399726,10,3150,201499,"R",177,"RUS",26.7104722793,25,1920,"6-4 6-4",3,"R32",98,1,5,0.553846153846154,65,36,25,15,10,6,9,1,2,0.564102564102564,78,44,23,14,10,8,13,74,0,NA,0,NA,NA,NA
"45","Anastasia Pavlyuchenkova",2018-06-26,"Karolina Pliskova","2018-M016","Eastbourne","Grass",64,"P",2018-06-24,270,201662,"R",184,"CZE",26.2614647502,7,4685,201499,"R",177,"RUS",26.9787816564,29,1596,"6-4 2-6 6-3",3,"R32",109,12,4,0.724137931034483,87,63,42,10,13,6,9,2,3,0.649350649350649,77,50,33,15,14,3,7,17,NA,NA,NA,NA,NA,NA
"46","Anastasia Pavlyuchenkova",2018-08-08,"Simona Halep","2018-0806","Montreal","Hard",64,"P",2018-08-05,285,201594,"R",168,"ROU",26.8583162218,1,7511,201499,"R",177,"RUS",27.0937713895,28,1596,"7-6(9) 4-6 7-5",3,"R32",187,3,4,0.587301587301587,126,74,47,26,17,11,16,6,7,0.679389312977099,131,89,58,13,17,6,11,40,NA,NA,NA,NA,NA,NA
"47","Anastasia Pavlyuchenkova",2018-08-15,"Angelique Kerber","2018-M024","Cincinnati","Hard",64,"PM",2018-08-12,281,201493,"L",173,"GER",30.5681040383,4,5255,201499,"R",177,"RUS",27.112936345,28,1596,"4-6 7-5 6-4",3,"R32",160,3,7,0.60377358490566,106,64,37,20,16,11,18,4,6,0.690909090909091,110,76,45,10,16,8,16,36,NA,NA,NA,NA,NA,NA
"48","Anastasia Pavlyuchenkova",2018-10-02,"Sloane Stephens","2018-M015","Beijing","Hard",64,"PM",2018-09-30,265,201585,"R",170,"USA",25.5331964408,9,3912,201499,"R",177,"RUS",27.2470910335,34,1495,"6-7(8) 6-4 6-4",3,"R64",173,1,2,0.692307692307692,130,90,51,23,16,8,12,2,6,0.678260869565217,115,78,52,15,16,8,14,25,NA,NA,NA,NA,NA,NA
"49","Anastasija Sevastova",2017-04-26,"Simona Halep","2017-1051","Stuttgart","Clay",32,"I",2017-04-23,295,201594,"R",168,"ROU",25.5742642026,5,5021,201545,"U",NA,"LAT",27.0308008214,26,1760,"6-3 6-1",3,"QF",59,0,1,0.619047619047619,42,26,18,9,8,1,3,0,0,0.641509433962264,53,34,14,8,8,4,10,22,NA,NA,NA,NA,NA,NA
"50","Anastasija Sevastova",2017-05-14,"Simona Halep","2017-M021","Madrid","Clay",64,"P",2017-05-07,298,201594,"R",168,"ROU",25.6125941136,8,4206,201545,"U",NA,"LAT",27.0691307324,22,1830,"6-2 6-3",3,"SF",73,0,4,0.78,50,39,29,3,8,3,4,0,0,0.75,60,45,23,7,9,4,9,61,0.416666666666667,0.388888888888889,0.5,NA,NA,NA
"51","Anastasija Sevastova",2017-08-09,"Naomi Osaka","2017-0806","Toronto","Hard",64,"I",2017-08-06,284,211768,"R",NA,"JPN",19.8083504449,50,1120,201545,"U",NA,"LAT",27.318275154,16,2270,"6-3 6-4",3,"R32",NA,8,0,0.60655737704918,61,37,31,12,10,1,2,1,1,0.593220338983051,59,35,22,11,9,3,6,39,NA,NA,NA,NA,NA,NA
"52","Anastasija Sevastova",2017-08-17,"Simona Halep","2017-M024","Cincinnati","Hard",64,"I",2017-08-13,286,201594,"R",168,"ROU",25.8809034908,2,6150,201545,"U",NA,"LAT",27.3374401095,16,2270,"6-4 6-3",3,"R16",78,0,4,0.725806451612903,62,45,26,7,10,4,7,1,1,0.6875,64,44,24,7,9,6,11,41,NA,NA,NA,NA,NA,NA
"53","Anastasija Sevastova",2017-09-06,"Sloane Stephens","2017-560","Us Open","Hard",128,"G",2017-08-27,223,201585,"R",170,"USA",24.4407939767,83,711,201545,"U",NA,"LAT",27.3757700205,17,2295,"6-3 3-6 7-6(4)",3,"QF",148,0,2,0.716981132075472,106,76,49,12,0,7,11,1,3,0.607843137254902,102,62,45,15,0,5,9,124,0.142857142857143,0,0.285714285714286,NA,NA,NA
"54","Anastasija Sevastova",2018-02-15,"Simona Halep","2018-1003","Doha","Hard",64,"P",2018-02-11,286,201594,"R",168,"ROU",26.379192334,2,7616,201545,"U",NA,"LAT",27.8357289528,15,2540,"6-4 6-3",3,"R16",65,2,3,0.625,56,35,21,15,10,2,5,3,2,0.69811320754717,53,37,19,3,9,3,8,41,0,NA,0,NA,NA,NA
"55","Anastasija Sevastova",2018-05-09,"Kiki Bertens","2018-M021","Madrid","Clay",64,"PM",2018-05-06,271,202428,"R",182,"NED",26.4065708419,20,2135,201545,"U",NA,"LAT",28.0657084189,17,2505,"6-1 6-4",3,"R32",73,2,2,0.616666666666667,60,37,27,9,9,5,7,1,1,0.639344262295082,61,39,17,11,8,3,8,34,0.568181818181818,0.5,0.636363636363636,NA,NA,NA
"56","Anastasija Sevastova",2018-08-10,"Sloane Stephens","2018-0806","Montreal","Hard",64,"P",2018-08-05,295,201585,"R",170,"USA",25.3798767967,3,5492,201545,"U",NA,"LAT",28.3148528405,19,2165,"6-2 6-2",3,"QF",69,1,0,0.75,52,39,26,7,8,2,3,1,3,0.576923076923077,52,30,17,8,8,4,9,50,0,0,NA,NA,NA,NA
"57","Anastasija Sevastova",2018-09-07,"Serena Williams","2018-560","US Open","Hard",128,"G",2018-08-26,224,200033,"R",175,"USA",36.9171800137,26,1676,201545,"U",NA,"LAT",28.372347707,18,2250,"6-3 6-0",3,"SF",66,4,1,0.644444444444444,45,29,22,8,8,1,2,1,2,0.6,55,33,21,4,7,5,10,125,1.33333333333333,0.666666666666667,2,NA,NA,NA
"58","Andrea Petkovic",2017-03-06,"Angelique Kerber","2017-M006","Indian Wells","Hard",128,"P",2017-03-05,238,201493,"L",173,"GER",29.1307323751,2,7405,201492,"R",180,"GER",29.4893908282,79,765,"6-2 6-1",3,"R64",58,0,3,0.583333333333333,48,28,21,10,7,4,4,0,3,0.657894736842105,38,25,11,5,8,2,7,33,0.714285714285714,NA,0.714285714285714,NA,NA,NA
"59","Andrea Petkovic",2017-10-04,"Karolina Pliskova","2017-M015","Beijing","Hard",64,"P",2017-10-01,274,201662,"R",184,"CZE",25.5331964408,4,5605,201492,"R",180,"GER",30.0643394935,107,595,"6-4 6-4",3,"R32",99,9,5,0.6,75,45,36,14,10,9,9,0,3,0.640625,64,41,29,12,10,6,8,34,NA,NA,NA,NA,NA,NA
"60","Andrea Petkovic",2017-10-17,"Kiki Bertens","2017-0300","Luxembourg","Hard",32,"I",2017-10-15,286,202428,"R",182,"NED",25.8507871321,30,1680,201492,"R",180,"GER",30.1026694045,94,690,"6-2 2-1 RET",3,"R16",46,6,1,0.535714285714286,28,15,12,6,5,0,1,0,4,0.675,40,27,16,1,6,2,6,17,NA,NA,NA,NA,NA,NA
"61","Andrea Petkovic",2018-06-01,"Simona Halep","2018-520","Roland Garros","Clay",128,"G",2018-05-27,196,201594,"R",168,"ROU",26.6666666667,1,7270,201492,"R",180,"GER",30.7159479808,107,646,"7-5 6-0",3,"R32",88,1,4,0.611111111111111,54,33,20,14,9,0,2,0,4,0.796875,64,51,25,3,9,5,11,97,0.333333333333333,0.333333333333333,NA,NA,NA,NA
"62","Anett Kontaveit",2017-03-22,"Simona Halep","2017-M007","Miami","Hard",128,"P",2017-03-19,281,201594,"R",168,"ROU",25.4784394251,5,5022,204426,"R",NA,"EST",21.2375085558,112,529,"6-3 6-0",3,"R32",55,2,1,0.567567567567568,37,21,18,10,7,0,0,0,1,0.653846153846154,52,34,19,5,8,4,9,76,NA,NA,NA,NA,NA,NA
"63","Anett Kontaveit",2017-05-19,"Simona Halep","2017-M009","Rome","Clay",64,"I",2017-05-14,297,201594,"R",168,"ROU",25.6317590691,4,5205,204426,"R",NA,"EST",21.3908281999,68,915,"6-2 6-4",3,"QF",80,1,1,0.703703703703704,54,38,23,11,9,3,5,0,1,0.691176470588235,68,47,26,7,9,7,12,52,NA,NA,NA,NA,NA,NA
"64","Anett Kontaveit",2017-07-22,"Kiki Bertens","2017-1094","Gstaad","Clay",32,"I",2017-07-16,300,202428,"R",182,"NED",25.6016427105,35,1386,204426,"R",NA,"EST",21.5633127995,32,1505,"6-4 3-6 6-1",3,"F",112,6,3,0.540229885057471,87,47,33,20,13,3,6,0,1,0.655555555555556,90,59,34,16,13,6,11,31,NA,NA,NA,NA,NA,NA
"65","Anett Kontaveit",2017-08-14,"Petra Kvitova","2017-M024","Cincinnati","Hard",64,"I",2017-08-13,249,201520,"L",183,"CZE",27.4360027379,13,3190,204426,"R",NA,"EST",21.6399726215,28,1660,"1-6 7-6(2) 6-3",3,"R64",121,8,6,0.540229885057471,87,47,37,17,13,4,8,8,6,0.572815533980582,103,59,42,20,15,5,9,9,NA,NA,NA,NA,NA,NA
"66","Anett Kontaveit",2018-02-20,"Naomi Osaka","2018-0718","Dubai","Hard",32,"P",2018-02-18,292,211768,"R",NA,"JPN",20.3449691992,48,1130,204426,"R",NA,"EST",22.1574264203,28,1740,"6-2 7-6(5)",3,"R16",90,6,2,0.577464788732394,71,41,30,9,10,5,9,0,6,0.661764705882353,68,45,22,7,10,5,11,19,0.09375,0,0.1875,NA,NA,NA
"67","Anett Kontaveit",2018-04-26,"Karolina Pliskova","2018-1051","Stuttgart","Clay",32,"P",2018-04-22,298,201662,"R",184,"CZE",26.0889801506,6,4730,204426,"R",NA,"EST",22.3299110198,31,1475,"6-4 6-2",3,"SF",65,6,1,0.634146341463415,41,26,25,11,9,0,0,1,5,0.568965517241379,58,33,20,13,9,5,8,25,0,0,NA,NA,NA,NA
