"","loser_name","match_dat","winner_name","tourney_id","tourney_name","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_hand","winner_ht","winner_ioc","winner_age","winner_rank","winner_rank_points","loser_id","loser_hand","loser_ht","loser_ioc","loser_age","loser_rank","loser_rank_points","score","best_of","round","minutes","w_ace","w_df","W_First Service % ","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","L_First Service % ","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","seq","sentiment_mean.winner","sentiment_twitter.winner","sentiment_instagram.winner","sentiment_mean.loser","sentiment_twitter.loser","sentiment_instagram.loser"
"1","Adam Pavlasek",2017-07-06,"Novak Djokovic","2017-540","Wimbledon","Grass",128,"G",2017-07-02,195,104925,"R",188,"SRB",30.1163586585,4,6055,106361,"R",NA,"CZE",22.7351129363,136,415,"6-2 6-2 6-1",5,"R64",93,4,1,0.683333333333333,60,41,33,14,0,1,1,5,4,0.535714285714286,84,45,26,15,0,11,18,96,0.0909090909090909,NA,0.0909090909090909,NA,NA,NA
"2","Adrian Mannarino",2017-03-01,"Dominic Thiem","2017-M004","Acapulco","Hard",32,"A",2017-02-26,291,106233,"R",185,"AUT",23.485284052,9,3375,105173,"L",183,"FRA",28.6652977413,65,766,"7-5 6-3",3,"R16",81,1,1,0.480769230769231,52,25,18,16,10,0,2,3,0,0.647058823529412,68,44,23,12,11,4,9,22,NA,NA,NA,NA,NA,NA
"3","Adrian Mannarino",2017-07-10,"Novak Djokovic","2017-540","Wimbledon","Grass",128,"G",2017-07-02,219,104925,"R",188,"SRB",30.1163586585,4,6055,105173,"L",183,"FRA",29.0102669405,51,896,"6-2 7-6(5) 6-4",5,"R16",133,4,2,0.741935483870968,93,69,49,16,0,1,2,2,1,0.696078431372549,102,71,43,16,0,6,10,120,0.901960784313726,NA,0.901960784313726,NA,NA,NA
"4","Adrian Mannarino",2017-08-17,"Dominic Thiem","2017-M024","Cincinnati Masters","Hard",64,"M",2017-08-13,291,106233,"R",185,"AUT",23.9452429843,8,4030,105173,"L",183,"FRA",29.1252566735,36,1191,"7-6(4) 7-6(3)",3,"R16",121,4,4,0.575,80,46,34,17,12,3,6,2,1,0.619565217391304,92,57,35,16,12,6,9,46,NA,NA,NA,NA,NA,NA
"5","Adrian Mannarino",2017-09-01,"Dominic Thiem","2017-560","Us Open","Hard",128,"G",2017-08-27,203,106233,"R",185,"AUT",23.9835728953,8,4030,105173,"L",183,"FRA",29.1635865845,34,1255,"7-5 6-3 6-4",5,"R32",133,5,1,0.673076923076923,104,70,54,17,0,9,10,0,2,0.617977528089888,89,55,34,19,0,2,6,104,0,0,0,NA,NA,NA
"6","Adrian Mannarino",2017-10-10,"Kevin Anderson","2017-5014","Shanghai Masters","Hard",64,"M",2017-10-08,257,104731,"R",203,"RSA",31.394934976,15,2470,105173,"L",183,"FRA",29.2785763176,29,1570,"6-3 6-1",3,"R64",61,13,0,0.621621621621622,37,23,22,10,8,0,0,4,5,0.620689655172414,58,36,20,8,8,7,11,15,0.25,0.166666666666667,0.333333333333333,NA,NA,NA
"7","Adrian Mannarino",2017-10-26,"Roger Federer","2017-0328","Basel","Hard",32,"A",2017-10-22,297,103819,"R",185,"SUI",36.2080766598,2,8505,105173,"L",183,"FRA",29.3169062286,28,1580,"4-6 6-1 6-3",3,"QF",103,12,2,0.527777777777778,72,38,32,19,13,2,3,1,1,0.506024096385542,83,42,26,24,13,4,8,28,NA,NA,NA,NA,NA,NA
"8","Adrian Mannarino",2018-01-20,"Dominic Thiem","2018-580","Australian Open","Hard",128,"G",2018-01-14,309,106233,"R",185,"AUT",24.3668720055,5,4060,105173,"L",183,"FRA",29.5468856947,27,1625,"6-4 6-2 7-5",5,"R32",128,9,2,0.597701149425287,87,52,37,21,15,1,3,3,3,0.608695652173913,92,56,30,17,15,6,12,105,NA,NA,NA,NA,NA,NA
"9","Adrian Mannarino",2018-02-28,"Kevin Anderson","2018-M004","Acapulco","Hard",32,"A",2018-02-25,290,104731,"R",203,"RSA",31.7782340862,8,2825,105173,"L",183,"FRA",29.6618754278,24,1715,"6-3 6-4",3,"R16",89,10,5,0.483870967741935,62,30,25,16,10,2,3,2,2,0.622950819672131,61,38,26,9,9,4,7,21,NA,NA,NA,NA,NA,NA
"10","Adrian Mannarino",2018-06-21,"Novak Djokovic","2018-0311","London","Grass",32,"A",2018-06-17,294,104925,"R",188,"SRB",31.0746064339,22,1665,105173,"L",183,"FRA",29.9685147159,26,1535,"7-5 6-1",3,"QF",78,6,2,0.636363636363636,55,35,29,11,10,1,2,4,2,0.634920634920635,63,40,24,9,9,9,13,25,0.188034188034188,0.222222222222222,0.153846153846154,NA,NA,NA
"11","Adrian Mannarino",2018-07-08,"Roger Federer","2018-540","Wimbledon","Grass",128,"G",2018-07-01,212,103819,"R",185,"SUI",36.8980150582,2,8720,105173,"L",183,"FRA",30.006844627,26,1580,"6-0 7-5 6-4",5,"R16",105,13,0,0.671052631578947,76,51,46,13,14,4,4,6,2,0.77,100,77,42,11,14,7,12,113,NA,NA,NA,NA,NA,NA
"12","Adrian Mannarino",2018-08-15,"Novak Djokovic","2018-M024","Cincinnati Masters","Hard",64,"M",2018-08-12,283,104925,"R",188,"SRB",31.227926078,10,3445,105173,"L",183,"FRA",30.12183436,28,1410,"4-6 6-2 6-1",3,"R32",128,5,3,0.526881720430108,93,49,35,22,13,5,7,4,2,0.618421052631579,76,47,29,11,12,3,8,38,0,0,0,NA,NA,NA
"13","Albert Ramos",2017-02-24,"Dominic Thiem","2017-6932","Rio De Janeiro","Clay",32,"A",2017-02-19,298,106233,"R",185,"AUT",23.4661190965,8,3375,105077,"L",188,"ESP",29.0951403149,25,1400,"6-1 6-4",3,"SF",81,2,3,0.584905660377358,53,31,21,12,9,2,4,1,1,0.620689655172414,58,36,21,7,8,7,12,29,NA,NA,NA,NA,NA,NA
"14","Albert Ramos",2017-04-06,"Novak Djokovic","2017-M-DC-2017-WG-M-SRB-ESP-01","Davis Cup WG QF: SRB vs ESP","Hard",4,"D",2017-04-06,1,104925,"R",188,"SRB",29.8672142368,2,7915,105077,"L",188,"ESP",29.2101300479,24,1625,"6-3 6-4 6-2",5,"RR",115,10,2,0.6625,80,53,45,17,14,1,1,6,5,0.581081081081081,74,43,30,14,13,5,9,1,0.15625,0.125,0.1875,NA,NA,NA
"15","Albert Ramos",2017-04-23,"Rafael Nadal","2017-0410","Monte Carlo","Clay",64,"M",2017-04-16,300,104745,"L",185,"ESP",30.8720054757,7,3735,105077,"L",188,"ESP",29.2484599589,24,1625,"6-1 6-3",3,"F",76,5,1,0.75609756097561,41,31,25,7,8,0,0,0,2,0.557692307692308,52,29,16,10,8,7,11,55,NA,NA,NA,NA,NA,NA
"16","Albert Ramos",2017-05-16,"John Isner","2017-M009","Rome","Clay",64,"M",2017-05-14,258,104545,"R",206,"USA",32.052019165,24,1705,105077,"L",188,"ESP",29.325119781,19,2145,"6-7(4) 7-6(4) 6-1",3,"R64",127,32,3,0.763440860215054,93,71,61,13,16,0,0,6,1,0.75531914893617,94,71,54,14,15,1,3,16,NA,NA,NA,NA,NA,NA
"17","Albert Ramos",2017-06-05,"Novak Djokovic","2017-520","Roland Garros","Clay",128,"G",2017-05-28,219,104925,"R",188,"SRB",30.0205338809,2,7445,105077,"L",188,"ESP",29.363449692,20,2065,"7-6(5) 6-1 6-3",5,"R16",147,3,0,0.616161616161616,99,61,44,18,0,5,8,3,2,0.646464646464647,99,64,34,16,0,3,10,120,NA,NA,NA,NA,NA,NA
"18","Albert Ramos",2017-08-17,"Rafael Nadal","2017-M024","Cincinnati Masters","Hard",64,"M",2017-08-13,293,104745,"L",185,"ESP",31.1978097194,2,7555,105077,"L",188,"ESP",29.5742642026,24,1735,"7-6(1) 6-2",3,"R16",98,7,0,0.703125,64,45,35,13,10,4,4,3,4,0.524590163934426,61,32,24,14,10,1,3,48,NA,NA,NA,NA,NA,NA
"19","Albert Ramos",2017-10-13,"Marin Cilic","2017-5014","Shanghai Masters","Hard",64,"M",2017-10-08,296,105227,"R",198,"CRO",29.029431896,5,4155,105077,"L",188,"ESP",29.7275838467,25,1755,"6-3 6-4",3,"QF",81,10,0,0.633333333333333,60,38,33,10,10,3,4,5,2,0.673076923076923,52,35,25,7,9,7,10,51,0.331196581196581,0.384615384615385,0.277777777777778,NA,NA,NA
"20","Albert Ramos",2018-01-20,"Novak Djokovic","2018-580","Australian Open","Hard",128,"G",2018-01-14,311,104925,"R",188,"SRB",30.6529774127,14,2335,105077,"L",188,"ESP",29.9958932238,22,1845,"6-2 6-3 6-3",5,"R32",141,2,3,0.632183908045977,87,55,44,16,13,6,6,3,3,0.59375,96,57,34,20,13,7,12,107,NA,NA,NA,NA,NA,NA
"21","Albert Ramos",2018-05-17,"Novak Djokovic","2018-M009","Rome Masters","Clay",64,"M",2018-05-13,290,104925,"R",188,"SRB",30.9787816564,18,1905,105077,"L",188,"ESP",30.3216974675,41,1180,"6-1 7-5",3,"R16",88,1,1,0.694915254237288,59,41,30,10,10,2,3,2,0,0.596491228070175,57,34,18,12,9,1,5,45,-0.05,0,-0.1,NA,NA,NA
"22","Alejandro Gonzalez",2017-09-14,"Marin Cilic","2017-M-DC-2017-WG-PO-CRO-COL-01","Davis Cup WG PO: CRO vs COL","Clay",4,"D",2017-09-14,1,105227,"R",198,"CRO",28.9527720739,5,4155,105292,"R",NA,"COL",28.59137577,484,74,"6-1 6-4 6-1",3,"RR",111,13,2,0.552238805970149,67,37,31,20,12,1,1,1,4,0.5875,80,47,26,15,12,3,9,1,0.583333333333333,NA,0.583333333333333,NA,NA,NA
"23","Alex De Minaur",2017-08-28,"Dominic Thiem","2017-560","Us Open","Hard",128,"G",2017-08-27,131,106233,"R",185,"AUT",23.9835728953,8,4030,200282,"R",NA,"AUS",18.5270362765,186,298,"6-4 6-1 6-1",5,"R128",109,3,3,0.695652173913043,69,48,40,10,0,2,3,1,4,0.62962962962963,81,51,28,13,0,3,10,32,0.125,NA,0.125,NA,NA,NA
"24","Alex De Minaur",2018-07-07,"Rafael Nadal","2018-540","Wimbledon","Grass",128,"G",2018-07-01,211,104745,"L",185,"ESP",32.0793976728,1,8770,200282,"R",NA,"AUS",19.370294319,80,723,"6-1 6-2 6-4",5,"R32",122,5,1,0.578947368421053,76,44,34,23,13,3,3,8,5,0.558441558441558,77,43,26,17,12,7,12,112,NA,NA,NA,NA,NA,NA
"25","Alex De Minaur",2018-07-25,"John Isner","2018-6116","Atlanta","Hard",32,"A",2018-07-22,293,104545,"R",206,"USA",33.2402464066,9,3490,200282,"R",NA,"AUS",19.4277891855,68,795,"6-3 6-2",3,"R16",63,15,3,0.595744680851064,47,28,26,11,9,0,0,0,3,0.538461538461538,52,28,17,12,8,2,5,20,0,0,NA,NA,NA,NA
"26","Alex De Minaur",2018-09-01,"Marin Cilic","2018-560","Us Open","Hard",128,"G",2018-08-26,204,105227,"R",198,"CRO",29.9110198494,7,4445,200282,"R",NA,"AUS",19.523613963,45,1043,"4-6 3-6 6-3 6-4 7-5",5,"R32",240,14,9,0.602484472049689,161,97,71,25,25,6,13,4,9,0.558139534883721,172,96,65,36,25,20,28,105,NA,NA,NA,NA,NA,NA
"27","Alex De Minaur",2018-09-15,"Dominic Thiem","2018-M-DC-2018-WG-PO-AUT-AUS-01","Davis Cup WG PO: AUT vs AUS","Clay",4,"D",2018-09-13,4,106233,"R",185,"AUT",25.0184804928,8,3665,200282,"R",NA,"AUS",19.5619438741,38,1133,"6-4 6-2 3-6 6-4",5,"RR",177,0,5,0.564814814814815,108,61,45,23,19,5,9,3,4,0.582677165354331,127,74,43,27,18,5,12,3,NA,NA,NA,NA,NA,NA
"28","Alexander Zverev",2017-01-21,"Rafael Nadal","2017-580","Australian Open","Hard",128,"G",2017-01-15,205,104745,"L",185,"ESP",30.6228610541,9,3195,100644,"R",198,"GER",19.742642026,24,1655,"4-6 6-3 6-7(5) 6-3 6-2",5,"R32",245,11,4,0.753333333333333,150,113,82,23,24,5,7,19,11,0.627906976744186,172,108,77,27,24,11,16,106,NA,NA,NA,NA,NA,NA
"29","Alexander Zverev",2017-02-12,"Dominic Thiem","2017-0407","Rotterdam","Hard",32,"A",2017-02-12,270,106233,"R",185,"AUT",23.446954141,8,3405,100644,"R",198,"GER",19.819301848,18,1895,"3-6 6-3 6-4",3,"R32",104,6,0,0.607594936708861,79,48,37,15,14,4,7,7,1,0.694117647058824,85,59,36,16,14,5,9,1,NA,NA,NA,NA,NA,NA
"30","Alexander Zverev",2017-04-20,"Rafael Nadal","2017-0410","Monte Carlo","Clay",64,"M",2017-04-16,288,104745,"L",185,"ESP",30.8720054757,7,3735,100644,"R",198,"GER",19.9917864476,20,2005,"6-1 6-1",3,"R16",68,1,2,0.571428571428571,35,20,16,12,7,0,0,2,1,0.666666666666667,57,38,18,8,7,7,12,43,NA,NA,NA,NA,NA,NA
"31","Alexander Zverev",2017-06-24,"Roger Federer","2017-0500","Halle","Grass",32,"A",2017-06-18,300,103819,"R",185,"SUI",35.8631074606,5,4765,100644,"R",198,"GER",20.1642710472,12,2860,"6-1 6-3",3,"F",53,4,0,0.666666666666667,42,28,26,7,8,1,1,5,0,0.73469387755102,49,36,19,5,8,4,8,31,0.285714285714286,0.285714285714286,NA,NA,NA,NA
"32","Alexander Zverev",2017-11-15,"Roger Federer","2017-0605","London","Hard",8,"A",2017-11-12,292,103819,"R",185,"SUI",36.2655715264,2,9005,100644,"R",198,"GER",20.5667351129,3,4410,"7-6(6) 5-7 6-1",3,"RR",NA,6,2,0.530612244897959,98,52,43,25,15,9,11,8,8,0.626168224299065,107,67,49,17,16,4,8,7,NA,NA,NA,NA,NA,NA
"33","Alexander Zverev",2018-03-22,"John Isner","2018-M007","Miami Masters","Hard",128,"M",2018-03-18,300,104545,"R",206,"USA",32.8952772074,17,2170,100644,"R",198,"GER",20.9117043121,5,4505,"6-7(4) 6-4 6-4",3,"F",149,18,2,0.6875,96,66,54,18,16,3,3,10,6,0.666666666666667,108,72,52,22,16,10,12,95,0.380952380952381,0.380952380952381,NA,NA,NA,NA
"34","Alexander Zverev",2018-04-07,"Rafael Nadal","2018-M-DC-2018-WG-M-ESP-GER-01","Davis Cup WG QF: ESP vs GER","Clay",4,"D",2018-04-05,4,104745,"L",185,"ESP",31.8302532512,1,8770,100644,"R",198,"GER",20.9500342231,4,4925,"6-1 6-4 6-4",5,"RR",136,0,3,0.634146341463415,82,52,36,19,14,4,6,5,4,0.654320987654321,81,53,30,12,13,2,8,3,NA,NA,NA,NA,NA,NA
"35","Alexander Zverev",2018-04-20,"Kei Nishikori","2018-0410","Monte Carlo Masters","Clay",64,"M",2018-04-15,298,105453,"R",178,"JPN",28.295687885,36,1280,100644,"R",198,"GER",20.9883641342,4,4925,"3-6 6-3 6-4",3,"SF",133,1,4,0.595505617977528,89,53,32,24,14,3,6,6,7,0.494252873563218,87,43,34,16,14,3,7,52,0.875,0,1.75,NA,NA,NA
"36","Alexander Zverev",2018-05-20,"Rafael Nadal","2018-M009","Rome Masters","Clay",64,"M",2018-05-13,300,104745,"L",185,"ESP",31.9452429843,2,7950,100644,"R",198,"GER",21.0650239562,3,6015,"6-1 1-6 6-3",3,"F",129,0,1,0.652777777777778,72,47,27,17,12,7,11,2,1,0.630769230769231,65,41,23,11,11,1,6,55,NA,NA,NA,NA,NA,NA
"37","Alexander Zverev",2018-06-06,"Dominic Thiem","2018-520","Roland Garros","Clay",128,"G",2018-05-27,223,106233,"R",185,"AUT",24.7310061602,8,3355,100644,"R",198,"GER",21.1033538672,3,5615,"6-4 6-2 6-1",5,"QF",110,5,3,0.626865671641791,67,42,33,17,0,2,2,2,4,0.719101123595506,89,64,34,11,0,6,12,124,0,NA,0,NA,NA,NA
"38","Alexandr Dolgopolov",2017-01-02,"Rafael Nadal","2017-M020","Brisbane","Hard",32,"A",2017-01-01,282,104745,"L",185,"ESP",30.5845311431,9,3300,105238,"R",180,"UKR",28.1533196441,62,760,"6-3 6-3",3,"R32",74,2,1,0.692307692307692,52,36,26,10,9,2,3,2,2,0.528301886792453,53,28,20,7,9,0,4,10,NA,NA,NA,NA,NA,NA
"39","Alexandr Dolgopolov",2017-02-26,"Marin Cilic","2017-M004","Acapulco","Hard",32,"A",2017-02-26,274,105227,"R",198,"CRO",28.4161533196,8,3410,105238,"R",180,"UKR",28.3066392882,60,785,"6-3 4-6 6-0",3,"R32",89,14,2,0.546666666666667,75,41,31,23,13,3,4,6,3,0.461538461538462,65,30,19,21,12,1,5,5,NA,NA,NA,NA,NA,NA
"40","Alexandr Dolgopolov",2017-07-04,"Roger Federer","2017-540","Wimbledon","Grass",128,"G",2017-07-02,147,103819,"R",185,"SUI",35.9014373717,5,5265,105238,"R",180,"UKR",28.6516084873,84,631,"6-3 3-0 RET",5,"R128",42,10,1,0.75,36,27,21,4,0,0,0,2,4,0.46,50,23,13,12,0,6,9,48,NA,NA,NA,NA,NA,NA
"41","Alexandr Dolgopolov",2017-09-03,"Rafael Nadal","2017-560","Us Open","Hard",128,"G",2017-08-27,212,104745,"L",185,"ESP",31.2361396304,1,7645,105238,"R",180,"UKR",28.8049281314,64,751,"6-2 6-4 6-1",5,"R16",101,4,2,0.698412698412698,63,44,36,15,0,2,2,7,2,0.593023255813954,86,51,33,15,0,7,13,113,NA,NA,NA,NA,NA,NA
"42","Alexandr Dolgopolov",2017-10-12,"Roger Federer","2017-5014","Shanghai Masters","Hard",64,"M",2017-10-08,286,103819,"R",185,"SUI",36.1697467488,2,7505,105238,"R",180,"UKR",28.9199178645,41,1116,"6-4 6-2",3,"R16",60,11,1,0.804347826086957,46,37,29,8,9,1,1,6,1,0.617647058823529,68,42,27,12,9,4,7,41,NA,NA,NA,NA,NA,NA
"43","Alexandr Dolgopolov",2018-05-15,"Novak Djokovic","2018-M009","Rome Masters","Clay",64,"M",2018-05-13,257,104925,"R",188,"SRB",30.9787816564,18,1905,105238,"R",180,"UKR",29.5140314853,54,966,"6-1 6-3",3,"R64",55,6,0,0.666666666666667,45,30,24,10,8,1,1,0,2,0.521739130434783,46,24,13,9,8,1,5,15,NA,NA,NA,NA,NA,NA
"44","Aljaz Bedene",2017-05-16,"Novak Djokovic","2017-M009","Rome","Clay",64,"M",2017-05-14,270,104925,"R",188,"SRB",29.9822039699,2,6845,105379,"R",181,"GBR",27.8247775496,55,848,"7-6(2) 6-2",3,"R32",105,4,0,0.705882352941177,68,48,36,11,10,1,2,4,1,0.648648648648649,74,48,29,14,10,4,7,25,NA,NA,NA,NA,NA,NA
"45","Aljaz Bedene",2018-01-03,"Dominic Thiem","2018-0451","Doha","Hard",32,"A",2017-12-31,293,106233,"R",185,"AUT",24.3285420945,5,4015,105379,"R",181,"SLO",28.4572210815,49,993,"7-5 6-4",3,"R16",106,9,3,0.636363636363636,66,42,33,12,11,2,3,1,1,0.59375,96,57,37,17,11,12,15,24,NA,NA,NA,NA,NA,NA
"46","Aljaz Bedene",2018-01-16,"Roger Federer","2018-580","Australian Open","Hard",128,"G",2018-01-14,164,103819,"R",185,"SUI",36.4380561259,2,9605,105379,"R",181,"SLO",28.4955509925,51,968,"6-3 6-4 6-3",5,"R128",99,12,3,0.716049382716049,81,58,45,14,14,2,2,2,5,0.555555555555556,90,50,35,18,14,9,13,64,0.304166666666667,0.304166666666667,NA,NA,NA,NA
"47","Aljaz Bedene",2018-02-15,"Dominic Thiem","2018-0506","Buenos Aires","Clay",32,"A",2018-02-11,300,106233,"R",185,"AUT",24.4435318275,6,4060,105379,"R",181,"SLO",28.5722108145,51,968,"6-2 6-4",3,"F",90,3,1,0.610169491525424,59,36,25,15,9,2,2,3,3,0.483870967741935,62,30,19,14,9,6,9,27,NA,NA,NA,NA,NA,NA
"48","Aljaz Bedene",2018-04-18,"Rafael Nadal","2018-0410","Monte Carlo Masters","Clay",64,"M",2018-04-15,285,104745,"L",185,"ESP",31.8685831622,1,8770,105379,"R",181,"SLO",28.7446954141,58,877,"6-1 6-3",3,"R32",78,0,0,0.666666666666667,48,32,24,11,8,2,2,2,1,0.607843137254902,51,31,19,8,8,4,8,39,NA,NA,NA,NA,NA,NA
"49","Aljaz Bedene",2018-06-19,"Roger Federer","2018-0500","Halle","Grass",32,"A",2018-06-17,285,103819,"R",185,"SUI",36.8596851472,1,8920,105379,"R",181,"SLO",28.9171800137,72,770,"6-3 6-4",3,"R32",71,7,0,0.693877551020408,49,34,30,11,10,0,0,6,3,0.657142857142857,70,46,29,12,9,5,7,16,NA,NA,NA,NA,NA,NA
"50","Andreas Seppi",2017-07-05,"Kevin Anderson","2017-540","Wimbledon","Grass",128,"G",2017-07-02,170,104731,"R",203,"RSA",31.1266255989,42,970,104312,"R",190,"ITA",33.363449692,87,626,"6-3 7-6(4) 6-3",5,"R64",100,16,1,0.646341463414634,82,53,47,23,0,0,0,10,2,0.620253164556962,79,49,38,17,0,3,5,71,0.357585139318885,0.294117647058824,0.421052631578947,NA,NA,NA
"51","Andreas Seppi",2018-02-16,"Roger Federer","2018-0407","Rotterdam","Hard",32,"A",2018-02-11,299,103819,"R",185,"SUI",36.514715948,2,9605,104312,"R",190,"ITA",33.9767282683,81,686,"6-3 7-6(3)",3,"SF",84,9,2,0.626865671641791,67,42,32,14,10,2,3,7,0,0.623188405797101,69,43,29,11,11,2,5,30,0.19047619047619,0.0952380952380952,0.285714285714286,NA,NA,NA
"52","Andreas Seppi",2018-04-19,"Kei Nishikori","2018-0410","Monte Carlo Masters","Clay",64,"M",2018-04-15,287,105453,"R",178,"JPN",28.295687885,36,1280,104312,"R",190,"ITA",34.1492128679,62,851,"6-0 2-6 6-3",3,"R16",106,1,0,0.586666666666667,75,44,30,19,12,5,7,3,1,0.561643835616438,73,41,26,16,11,5,9,41,0.680701754385965,0.466666666666667,0.894736842105263,NA,NA,NA
"53","Andreas Seppi",2018-07-04,"Kevin Anderson","2018-540","Wimbledon","Grass",128,"G",2018-07-01,171,104731,"R",203,"RSA",32.1232032854,8,3635,104312,"R",190,"ITA",34.3600273785,50,996,"6-3 6-7(5) 6-3 6-4",5,"R64",159,34,3,0.653543307086614,127,83,70,23,21,4,5,8,4,0.656716417910448,134,88,64,20,20,6,10,72,NA,NA,NA,NA,NA,NA
"54","Andrey Kuznetsov",2017-01-15,"Kei Nishikori","2017-580","Australian Open","Hard",128,"G",2017-01-15,115,105453,"R",178,"JPN",27.0499657769,5,5010,105723,"R",185,"RUS",25.9000684463,45,1015,"5-7 6-1 6-4 6-7(6) 6-2",5,"R128",214,11,0,0.620253164556962,158,98,67,34,25,7,12,5,4,0.549295774647887,142,78,52,27,24,3,12,16,NA,NA,NA,NA,NA,NA
"55","Andrey Kuznetsov",2017-08-22,"John Isner","2017-6242","Winston-Salem","Hard",64,"A",2017-08-20,281,104545,"R",206,"USA",32.3203285421,14,2425,105723,"R",185,"RUS",26.4941820671,70,721,"2-6 7-6(5) 6-3",3,"R32",107,13,5,0.634146341463415,82,52,40,17,14,2,5,10,0,0.6,80,48,37,20,15,0,3,28,0.5,0.5,NA,NA,NA,NA
"56","Andrey Rublev",2017-09-05,"Rafael Nadal","2017-560","Us Open","Hard",128,"G",2017-08-27,220,104745,"L",185,"ESP",31.2361396304,1,7645,126094,"R",NA,"RUS",19.8548939083,53,890,"6-1 6-2 6-2",5,"QF",96,4,3,0.682539682539683,63,43,36,11,0,3,4,1,7,0.621951219512195,82,51,28,9,0,11,18,121,NA,NA,NA,NA,NA,NA
"57","Andrey Rublev",2017-10-22,"Dominic Thiem","2017-0337","Vienna","Hard",32,"A",2017-10-22,270,106233,"R",185,"AUT",24.1368925394,6,3935,126094,"R",NA,"RUS",20.0082135524,35,1286,"6-4 6-3",3,"R32",80,5,5,0.440677966101695,59,26,22,16,10,1,3,2,3,0.507936507936508,63,32,20,12,9,4,8,1,NA,NA,NA,NA,NA,NA
"58","Andrey Rublev",2018-04-18,"Dominic Thiem","2018-0410","Monte Carlo Masters","Clay",64,"M",2018-04-15,282,106233,"R",185,"AUT",24.6160164271,7,3665,126094,"R",NA,"RUS",20.4873374401,33,1378,"5-7 7-5 7-5",3,"R32",160,5,3,0.636363636363636,121,77,52,25,18,7,10,2,4,0.743801652892562,121,90,57,16,18,9,13,36,0.303030303030303,0.303030303030303,NA,NA,NA,NA
"59","Andrey Rublev",2018-08-13,"Kei Nishikori","2018-M024","Cincinnati Masters","Hard",64,"M",2018-08-12,243,105453,"R",178,"JPN",28.6214921287,23,1710,126094,"R",NA,"RUS",20.8131416838,37,1180,"7-5 6-3",3,"R64",92,3,5,0.539473684210526,76,41,30,19,11,4,6,4,4,0.518518518518518,54,28,19,9,10,2,6,5,NA,NA,NA,NA,NA,NA
"60","Andy Murray",2017-01-07,"Novak Djokovic","2017-0451","Doha","Hard",32,"A",2017-01-01,300,104925,"R",188,"SRB",29.6180698152,2,11780,104918,"R",190,"GBR",29.6372347707,1,12410,"6-3 5-7 6-4",3,"F",174,2,3,0.718181818181818,110,79,54,19,16,5,7,8,4,0.595238095238095,84,50,39,16,15,1,4,31,NA,NA,NA,NA,NA,NA
"61","Andy Murray",2017-04-27,"Dominic Thiem","2017-0425","Barcelona","Clay",64,"A",2017-04-23,299,106233,"R",185,"AUT",23.6386036961,9,3385,104918,"R",190,"GBR",29.9438740589,1,11690,"6-2 3-6 6-4",3,"SF",135,6,4,0.492957746478873,71,35,25,19,13,4,8,1,2,0.697916666666667,96,67,36,15,14,4,10,46,NA,NA,NA,NA,NA,NA
"62","Benoit Paire",2017-01-21,"Dominic Thiem","2017-580","Australian Open","Hard",128,"G",2017-01-15,208,106233,"R",185,"AUT",23.370294319,8,3415,105332,"R",196,"FRA",27.6933607118,47,960,"6-1 4-6 6-4 6-4",5,"R32",143,10,3,0.6640625,128,85,53,25,19,12,17,10,9,0.472727272727273,110,52,41,19,18,3,11,109,0.75,NA,0.75,NA,NA,NA
"63","Benoit Paire",2017-02-14,"Marin Cilic","2017-0407","Rotterdam","Hard",32,"A",2017-02-12,285,105227,"R",198,"CRO",28.3778234086,7,3470,105332,"R",196,"FRA",27.7700205339,42,1040,"5-7 6-3 6-2",3,"R32",123,13,3,0.634615384615385,104,66,53,17,15,9,10,9,3,0.454545454545455,88,40,30,23,14,6,9,16,0,0,NA,NA,NA,NA
"64","Benoit Paire",2017-02-27,"Roger Federer","2017-0495","Dubai","Hard",32,"A",2017-02-26,281,103819,"R",185,"SUI",35.5564681725,10,3260,105332,"R",196,"FRA",27.8083504449,39,1040,"6-1 6-3",3,"R32",54,5,0,0.6,55,33,23,15,8,3,3,2,1,0.428571428571429,49,21,15,8,8,2,6,12,NA,NA,NA,NA,NA,NA
"65","Benoit Paire",2017-05-30,"Rafael Nadal","2017-520","Roland Garros","Clay",128,"G",2017-05-28,147,104745,"L",185,"ESP",30.9869952088,4,5375,105332,"R",196,"FRA",28.0574948665,45,950,"6-1 6-4 6-1",5,"R128",112,1,2,0.636363636363636,66,42,28,17,0,2,4,0,2,0.48780487804878,82,40,20,16,0,10,18,48,NA,NA,NA,NA,NA,NA
"66","Benoit Paire",2017-10-25,"Roger Federer","2017-0328","Basel","Hard",32,"A",2017-10-22,293,103819,"R",185,"SUI",36.2080766598,2,8505,105332,"R",196,"FRA",28.4599589322,40,1155,"6-1 6-3",3,"R16",57,2,1,0.607142857142857,56,34,24,14,8,0,0,4,2,0.571428571428571,49,28,18,7,8,5,9,24,NA,NA,NA,NA,NA,NA
